OBJECTID,CSAFP,CBSAFP,GEOID,NAME,NAMELSAD,LSAD,MEMI,MTFCC,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Length,Shape_Area
761, ,41500,41500,"Salinas, CA","Salinas, CA Metro Area",M1,1,G3110,8499616876,1267800137,+36.2401070,-121.3155723,742255.856707108,15045866004.6045
762,480,41540,41540,"Salisbury, MD-DE","Salisbury, MD-DE Metro Area",M1,1,G3110,5435618392,2080118666,+38.3995211,-075.4782615,546731.143086238,12257263645.3793
763,482,41620,41620,"Salt Lake City, UT","Salt Lake City, UT Metro Area",M1,1,G3110,19901500435,1055976759,+40.5728869,-112.9532527,958716.334040366,36253705169.3972
764, ,41660,41660,"San Angelo, TX","San Angelo, TX Metro Area",M1,1,G3110,9057174172,48421083,+31.4798393,-100.7745902,519266.072290086,12559984553.1951
765,484,41700,41700,"San Antonio-New Braunfels, TX","San Antonio-New Braunfels, TX Metro Area",M1,1,G3110,18941015258,149423497,+29.4330599,-098.6069734,856121.611586582,25254895515.1589
766, ,41740,41740,"San Diego-Chula Vista-Carlsbad, CA","San Diego-Chula Vista-Carlsbad, CA Metro Area",M1,1,G3110,10904373558,817404622,+33.0236041,-116.7761174,553042.506216786,16722007677.6475
767, ,41760,41760,"Sandpoint, ID","Sandpoint, ID Micro Area",M2,2,G3110,4489055950,478884838,+48.3167960,-116.6123638,568514.573102624,11218012769.1921
768,184,41780,41780,"Sandusky, OH","Sandusky, OH Micro Area",M2,2,G3110,651069515,969942442,+41.5540061,-082.5258973,277502.898586135,2889626024.58951
769,246,41820,41820,"Sanford, NC","Sanford, NC Micro Area",M2,2,G3110,660607408,10725289,+35.4763365,-079.1721174,156558.917400774,1014507057.07324
770,488,41860,41860,"San Francisco-Oakland-Berkeley, CA","San Francisco-Oakland-Berkeley, CA Metro Area",M1,1,G3110,6398229497,2475477450,+37.7737185,-122.2744317,843713.561608273,14227306202.6478
771,364,41900,41900,"San Germán, PR","San Germán, PR Metro Area",M1,1,G3110,572730866,383943230,+18.0330687,-067.1039609,173381.265961989,1063800205.2414
772,488,41940,41940,"San Jose-Sunnyvale-Santa Clara, CA","San Jose-Sunnyvale-Santa Clara, CA Metro Area",M1,1,G3110,6940482016,38314684,+36.9084718,-121.3713721,779594.780749417,10937144582.6318
773,490,41980,41980,"San Juan-Bayamón-Caguas, PR","San Juan-Bayamón-Caguas, PR Metro Area",M1,1,G3110,3724758254,1458189611,+18.2944526,-066.0368437,417825.317095756,5780665614.94243
774, ,42020,42020,"San Luis Obispo-Paso Robles, CA","San Luis Obispo-Paso Robles, CA Metro Area",M1,1,G3110,8548557892,815573121,+35.3852242,-120.4475445,716198.04497237,14120710991.469
775,488,42100,42100,"Santa Cruz-Watsonville, CA","Santa Cruz-Watsonville, CA Metro Area",M1,1,G3110,1152794691,419743117,+37.0124883,-122.0072050,281618.288452439,2471494568.06669
776,106,42140,42140,"Santa Fe, NM","Santa Fe, NM Metro Area",M1,1,G3110,4947856149,2648084,+35.5145305,-105.9639718,399782.476763472,7487218028.57364
777,434,42180,42180,"Santa Isabel, PR","Santa Isabel, PR Micro Area",M2,2,G3110,88150113,111135066,+17.9529217,-066.3875885,66754.1117648422,221409264.928864
778,488,42220,42220,"Santa Rosa-Petaluma, CA","Santa Rosa-Petaluma, CA Metro Area",M1,1,G3110,4080764059,498182342,+38.5251824,-122.9261095,486513.182010035,7492853910.39612
779, ,42300,42300,"Sault Ste. Marie, MI","Sault Ste. Marie, MI Micro Area",M2,2,G3110,4036515589,2952489038,+46.3218192,-084.5206297,770320.320355151,14654047655.2928
780,496,42340,42340,"Savannah, GA","Savannah, GA Metro Area",M1,1,G3110,3495144661,564230506,+32.1091533,-081.2731066,508783.741551419,5674324453.45813
781, ,42380,42380,"Sayre, PA","Sayre, PA Micro Area",M2,2,G3110,2971786846,35239552,+41.7915044,-076.5021231,298465.908577285,5413164415.48845
782, ,42420,42420,"Scottsbluff, NE","Scottsbluff, NE Micro Area",M2,2,G3110,9200480889,17475776,+42.1633258,-103.7344731,636629.881527039,16788563276.7552
783,497,42460,42460,"Scottsboro, AL","Scottsboro, AL Micro Area",M2,2,G3110,2791974032,126334709,+34.7641140,-085.9800556,321761.26220799,4336073055.37375
784,350,42500,42500,"Scottsburg, IN","Scottsburg, IN Micro Area",M2,2,G3110,493136550,6078495,+38.6794309,-085.7518981,155762.113703729,820505248.53479
785, ,42540,42540,"Scranton--Wilkes-Barre, PA","Scranton--Wilkes-Barre, PA Metro Area",M1,1,G3110,4522236223,78142193,+41.3228806,-075.8981877,393403.374033673,8164015037.03759
786,340,42620,42620,"Searcy, AR","Searcy, AR Micro Area",M2,2,G3110,2680828175,18293048,+35.2551175,-091.7530339,417363.981350196,4057020106.23202
787,500,42660,42660,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma-Bellevue, WA Metro Area",M1,1,G3110,15202855929,1136512340,+47.4905993,-121.8339960,1051044.64313319,35860834960.0336
788,370,42680,42680,"Sebastian-Vero Beach, FL","Sebastian-Vero Beach, FL Metro Area",M1,1,G3110,1302203837,295578902,+27.7005283,-080.5747894,201153.249473784,2045866033.81648
789, ,42700,42700,"Sebring-Avon Park, FL","Sebring-Avon Park, FL Metro Area",M1,1,G3110,2635685460,230708988,+27.3410799,-081.3423534,343293.652888587,3647038208.43148
790, ,42740,42740,"Sedalia, MO","Sedalia, MO Micro Area",M2,2,G3110,1766953612,10501027,+38.7273667,-093.2852073,222690.20752228,2924928166.89325
791,146,42780,42780,"Selinsgrove, PA","Selinsgrove, PA Micro Area",M2,2,G3110,851544549,7157945,+40.7554068,-077.0729288,187803.867405564,1498637360.51113
792,388,42820,42820,"Selma, AL","Selma, AL Micro Area",M2,2,G3110,2534919607,39124778,+32.3335397,-087.1143556,375473.624888468,3615258161.3185
793,273,42860,42860,"Seneca, SC","Seneca, SC Micro Area",M2,2,G3110,1622673901,122222250,+34.7487656,-083.0615395,325826.531046503,2590984405.96227
794,464,42900,42900,"Seneca Falls, NY","Seneca Falls, NY Micro Area",M2,2,G3110,838403628,172828921,+42.7822943,-076.8270880,221053.546625984,1878229160.66967
795,315,42940,42940,"Sevierville, TN","Sevierville, TN Micro Area",M2,2,G3110,1534538395,13489379,+35.7953454,-083.5184957,265761.652660165,2357381818.41102
796, ,42200,42200,"Santa Maria-Santa Barbara, CA","Santa Maria-Santa Barbara, CA Metro Area",M1,1,G3110,7084063392,2729751706,+34.5370572,-120.0399729,891686.605178076,14498403177.7416
797,294,42980,42980,"Seymour, IN","Seymour, IN Micro Area",M2,2,G3110,1320827167,10183339,+38.9119571,-086.0425161,253162.439235064,2201158720.72515
798,267,43020,43020,"Shawano, WI","Shawano, WI Micro Area",M2,2,G3110,3239659314,60905539,+44.8516431,-088.7455433,386621.171067233,6567337084.54104
799,416,43060,43060,"Shawnee, OK","Shawnee, OK Micro Area",M2,2,G3110,2040370700,14850384,+35.2113928,-096.9570070,294768.219776563,3085452332.47197
800, ,43100,43100,"Sheboygan, WI","Sheboygan, WI Metro Area",M1,1,G3110,1324851059,1967647532,+43.7412320,-087.7315164,344001.326236217,6305417408.43585
801,172,43140,43140,"Shelby, NC","Shelby, NC Micro Area",M2,2,G3110,1202311340,10177696,+35.3346302,-081.5571145,193666.359818466,1825953872.39078
802,400,43180,43180,"Shelbyville, TN","Shelbyville, TN Micro Area",M2,2,G3110,1226719779,2980755,+35.5136604,-086.4582939,230137.011096166,1860076983.81575
803,500,43220,43220,"Shelton, WA","Shelton, WA Micro Area",M2,2,G3110,2485238914,236949795,+47.3541257,-123.1738498,341802.891027979,5927298868.60165
804, ,43260,43260,"Sheridan, WY","Sheridan, WY Micro Area",M2,2,G3110,6535475106,7986330,+44.7813692,-106.8812114,567885.350944762,12992597333.1424
805,206,43300,43300,"Sherman-Denison, TX","Sherman-Denison, TX Metro Area",M1,1,G3110,2416026291,120082118,+33.6245240,-096.6756930,293379.285801725,3667461633.93593
806, ,43320,43320,"Show Low, AZ","Show Low, AZ Micro Area",M2,2,G3110,25770517979,24125805,+35.3907852,-110.3210248,1146813.02562533,38921746077.8336
807,508,43340,43340,"Shreveport-Bossier City, LA","Shreveport-Bossier City, LA Metro Area",M1,1,G3110,6723111106,266266753,+32.4376822,-093.7448836,561386.248958284,9841304036.23038
808,212,43380,43380,"Sidney, OH","Sidney, OH Micro Area",M2,2,G3110,1055927003,7802978,+40.3366802,-084.2041425,182308.834305367,1832504566.77506
809, ,43420,43420,"Sierra Vista-Douglas, AZ","Sierra Vista-Douglas, AZ Metro Area",M1,1,G3110,16083174724,17667961,+31.8401287,-109.7751627,602197.436385821,22396600375.0623
810,164,43460,43460,"Sikeston, MO","Sikeston, MO Micro Area",M2,2,G3110,1087772859,15192496,+37.0477927,-089.5680975,216725.246289372,1734908211.0975
811, ,43500,43500,"Silver City, NM","Silver City, NM Micro Area",M2,2,G3110,10259475126,15298388,+32.7320870,-108.3815043,689646.705732506,14563594452.0134
812, ,43580,43580,"Sioux City, IA-NE-SD","Sioux City, IA-NE-SD Metro Area",M1,1,G3110,5371728522,54561384,+42.5129417,-096.4389491,678932.228157062,9992865722.00548
813, ,43620,43620,"Sioux Falls, SD","Sioux Falls, SD Metro Area",M1,1,G3110,6670247197,27910144,+43.4954205,-096.9953387,567361.085322774,12734926752.6921
814, ,43660,43660,"Snyder, TX","Snyder, TX Micro Area",M2,2,G3110,2345090477,5436957,+32.7443531,-100.9133465,230615.161707333,3332070784.97813
815, ,43700,43700,"Somerset, KY","Somerset, KY Micro Area",M2,2,G3110,1705275134,48546023,+37.1073741,-084.5769534,232669.826253249,2762346453.24899
816,306,43740,43740,"Somerset, PA","Somerset, PA Micro Area",M2,2,G3110,2782573989,17026008,+39.9812968,-079.0284859,322173.216626012,4772620910.29919
817, ,43760,43760,"Sonora, CA","Sonora, CA Micro Area",M2,2,G3110,5752029633,138772442,+38.0214344,-119.9647335,628752.690769064,9509360382.04229
818,515,43780,43780,"South Bend-Mishawaka, IN-MI","South Bend-Mishawaka, IN-MI Metro Area",M1,1,G3110,2455307194,56190965,+41.7749808,-086.1230143,367533.462925994,4519059112.6329
819,273,43900,43900,"Spartanburg, SC","Spartanburg, SC Metro Area",M1,1,G3110,2092048331,29186811,+34.9332708,-081.9910522,259137.761659444,3163324109.38588
820,452,43940,43940,"Spearfish, SD","Spearfish, SD Micro Area",M2,2,G3110,2072127357,667509,+44.3487670,-103.8049474,308859.411407609,4055518712.60367
821,517,43980,43980,"Spencer, IA","Spencer, IA Micro Area",M2,2,G3110,1469139463,13866648,+43.0812244,-095.1498753,210891.57942501,2781375033.04427
822,517,44020,44020,"Spirit Lake, IA","Spirit Lake, IA Micro Area",M2,2,G3110,985542270,60712924,+43.3896107,-095.1960572,180701.553924744,1981221250.52634
823,518,44060,44060,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley, WA Metro Area",M1,1,G3110,10984888100,206438799,+48.0916180,-117.6634720,985273.892609608,25060475907.5184
824,522,44100,44100,"Springfield, IL","Springfield, IL Metro Area",M1,1,G3110,3063073942,25286501,+39.8285650,-089.6962052,392225.007045548,5243158362.92937
825, ,44140,44140,"Springfield, MA","Springfield, MA Metro Area",M1,1,G3110,4774474260,156661220,+42.3648332,-072.6194063,514533.196257003,9038486467.83768
826, ,44180,44180,"Springfield, MO","Springfield, MO Metro Area",M1,1,G3110,7788134659,35474129,+37.3608699,-093.1802617,525198.074817814,12406745447.1292
827,212,44220,44220,"Springfield, OH","Springfield, OH Metro Area",M1,1,G3110,1027907572,14611224,+39.9170315,-083.7836760,182165.250360367,1774351270.17284
828, ,44260,44260,"Starkville, MS","Starkville, MS Micro Area",M2,2,G3110,2277594517,14964480,+33.5146172,-089.0775079,338207.939882924,3306763535.73181
829,524,44300,44300,"State College, PA","State College, PA Metro Area",M1,1,G3110,2871502921,11214105,+40.9091275,-077.8478769,457404.101606909,5053627757.14059
830,496,44340,44340,"Statesboro, GA","Statesboro, GA Micro Area",M2,2,G3110,1750705245,32857751,+32.3917111,-081.7440210,274786.092230391,2508906807.58753
831,277,44420,44420,"Staunton, VA","Staunton, VA Metro Area",M1,1,G3110,2595073761,10049971,+38.1609584,-079.1276321,310322.439527757,4220818825.29939
832,525,44460,44460,"Steamboat Springs, CO","Steamboat Springs, CO Micro Area",M2,2,G3110,6117602807,15831744,+40.4836638,-106.9877021,532136.138658124,10614526256.4904
833, ,44500,44500,"Stephenville, TX","Stephenville, TX Micro Area",M2,2,G3110,2805417368,17169065,+32.2366609,-098.2205073,256317.703538278,3956579324.69999
834, ,44540,44540,"Sterling, CO","Sterling, CO Micro Area",M2,2,G3110,4761947979,16363553,+40.7280911,-103.0904639,372747.593627611,8328148554.22893
835,221,44580,44580,"Sterling, IL","Sterling, IL Micro Area",M2,2,G3110,1771808919,31883752,+41.7506733,-089.9110045,245138.255243241,3243690666.62481
836,554,44620,44620,"Stevens Point, WI","Stevens Point, WI Micro Area",M2,2,G3110,2074258117,56829945,+44.4762457,-089.4980699,274541.9728113,4186226846.0136
837, ,44660,44660,"Stillwater, OK","Stillwater, OK Micro Area",M2,2,G3110,1773885714,31992048,+36.0792254,-096.9752553,252070.978301555,2770289774.53754
838,488,44700,44700,"Stockton, CA","Stockton, CA Metro Area",M1,1,G3110,3606127799,89109687,+37.9349815,-121.2722440,419683.746767518,5950183123.48295
839, ,44740,44740,"Storm Lake, IA","Storm Lake, IA Micro Area",M2,2,G3110,1488981859,13798139,+42.7415219,-095.1414324,211270.220218362,2787123294.11829
840,310,44780,44780,"Sturgis, MI","Sturgis, MI Micro Area",M2,2,G3110,1296536370,52915575,+41.9114878,-085.5228703,204074.497052621,2438733944.08251
841, ,44860,44860,"Sulphur Springs, TX","Sulphur Springs, TX Micro Area",M2,2,G3110,1987629163,65639829,+33.1489673,-095.5654337,281677.011842873,2937098586.7047
842,174,44900,44900,"Summerville, GA","Summerville, GA Micro Area",M2,2,G3110,811512394,570806,+34.4741785,-085.3452894,157186.354664699,1197859877.1716
843, ,44940,44940,"Sumter, SC","Sumter, SC Metro Area",M1,1,G3110,3294552744,273793132,+33.7926537,-080.2940548,441451.184705185,5179659082.25211
844,146,44980,44980,"Sunbury, PA","Sunbury, PA Micro Area",M2,2,G3110,1186233370,50558156,+40.8515244,-076.7098770,296959.321324578,2163822037.51323
845, ,45000,45000,"Susanville, CA","Susanville, CA Micro Area",M2,2,G3110,11761615584,463426056,+40.7210862,-120.6299518,776771.62276778,21275567916.1512
846, ,45020,45020,"Sweetwater, TX","Sweetwater, TX Micro Area",M2,2,G3110,2362061742,5052159,+32.3123379,-100.4181078,230340.354854965,3322982305.9956
847,532,45060,45060,"Syracuse, NY","Syracuse, NY Metro Area",M1,1,G3110,6176813093,1020700299,+43.0065163,-076.1961336,665275.156492288,13551424429.9247
848, ,45140,45140,"Tahlequah, OK","Tahlequah, OK Micro Area",M2,2,G3110,1939904010,69990998,+35.9043668,-094.9967964,254081.756670868,3070087979.27526
849,142,45180,45180,"Talladega-Sylacauga, AL","Talladega-Sylacauga, AL Micro Area",M2,2,G3110,1908293036,60927931,+33.3693135,-086.1759302,328321.855973642,2831653434.48222
850, ,45220,45220,"Tallahassee, FL","Tallahassee, FL Metro Area",M1,1,G3110,6184099863,556556962,+30.3864255,-084.2804096,533807.249320434,9088405808.70112
851, ,45300,45300,"Tampa-St. Petersburg-Clearwater, FL","Tampa-St. Petersburg-Clearwater, FL Metro Area",M1,1,G3110,6514447222,2113705048,+28.1259071,-082.4652858,477001.940257478,11135279219.1752
852, ,45340,45340,"Taos, NM","Taos, NM Micro Area",M2,2,G3110,5704119383,3383128,+36.5765287,-105.6379865,468066.236261995,8868095959.5952
853,522,45380,45380,"Taylorville, IL","Taylorville, IL Micro Area",M2,2,G3110,1837569692,16227345,+39.5455242,-089.2795927,258902.513995321,3121643194.93956
854, ,45460,45460,"Terre Haute, IN","Terre Haute, IN Metro Area",M1,1,G3110,4946645357,64446662,+39.4784006,-087.3111315,546211.47527249,8422997637.63509
855, ,45500,45500,"Texarkana, TX-AR","Texarkana, TX-AR Metro Area",M1,1,G3110,5291293469,213420507,+33.4783701,-094.2071694,784319.494664376,7932503072.5325
856, ,45520,45520,"The Dalles, OR","The Dalles, OR Micro Area",M2,2,G3110,6167112266,35724414,+45.1645359,-121.1650693,692110.974865061,12475471920.6293
857,422,45540,45540,"The Villages, FL","The Villages, FL Metro Area",M1,1,G3110,1442966763,58774363,+28.7141008,-082.0743472,262808.821796867,1959163503.49341
858,122,45580,45580,"Thomaston, GA","Thomaston, GA Micro Area",M2,2,G3110,837774874,10585407,+32.8818367,-084.2922831,176424.895834234,1206239957.92167
859, ,45620,45620,"Thomasville, GA","Thomasville, GA Micro Area",M2,2,G3110,1410566922,19671369,+30.8646195,-083.9198155,195213.495327272,1947272263.90246
860,534,45660,45660,"Tiffin, OH","Tiffin, OH Micro Area",M2,2,G3110,1427151734,4576816,+41.1199923,-083.1275469,207805.40257273,2525438282.87632
861, ,45700,45700,"Tifton, GA","Tifton, GA Micro Area",M2,2,G3110,675699704,20460911,+31.4570027,-083.5259307,139052.102076895,959656482.150935
862,122,45740,45740,"Toccoa, GA","Toccoa, GA Micro Area",M2,2,G3110,463996899,13074870,+34.5529139,-083.2902156,120057.410927074,705024160.286943
863,534,45780,45780,"Toledo, OH","Toledo, OH Metro Area",M1,1,G3110,4188021756,1532383394,+41.5553128,-083.5170883,593300.47366109,10223680755.4608
864, ,45820,45820,"Topeka, KS","Topeka, KS Metro Area",M1,1,G3110,8372538366,148406221,+39.0413888,-095.8026393,693463.714531797,14146402161.2999
865,408,45860,45860,"Torrington, CT","Torrington, CT Micro Area",M2,2,G3110,2384120288,62342856,+41.7918833,-073.2354042,310071.3343402,4404591268.01678
866, ,45900,45900,"Traverse City, MI","Traverse City, MI Micro Area",M2,2,G3110,4379610516,7440142403,+44.9523239,-085.9083200,764064.091310284,23593093596.0506
867,408,45940,45940,"Trenton-Princeton, NJ","Trenton-Princeton, NJ Metro Area",M1,1,G3110,581297755,11434826,+40.2825026,-074.7037240,193184.354382213,1019666640.0556
868, ,45980,45980,"Troy, AL","Troy, AL Micro Area",M2,2,G3110,1740647520,2336975,+31.7986508,-085.9416035,268538.582724241,2420436115.46748
869,472,46020,46020,"Truckee-Grass Valley, CA","Truckee-Grass Valley, CA Micro Area",M2,2,G3110,2480587338,41531993,+39.2975082,-120.7713429,433811.066934568,4217589782.28527
870,536,46060,46060,"Tucson, AZ","Tucson, AZ Metro Area",M1,1,G3110,23798597214,5112470,+32.1280427,-111.7836574,863203.587040295,33266998727.8828
871, ,46100,46100,"Tullahoma-Manchester, TN","Tullahoma-Manchester, TN Micro Area",M2,2,G3110,2881830583,72625866,+35.3030848,-086.1119048,391649.347348968,4445381155.29856
872,538,46140,46140,"Tulsa, OK","Tulsa, OK Metro Area",M1,1,G3110,16238317043,493035449,+36.2544287,-096.1773294,1004595.43220871,25780901217.3665
873,539,46180,46180,"Tupelo, MS","Tupelo, MS Micro Area",M2,2,G3110,4909345557,44901929,+34.3400327,-088.6511835,425674.677588905,7284883015.26935
874, ,46220,46220,"Tuscaloosa, AL","Tuscaloosa, AL Metro Area",M1,1,G3110,9047383849,167284419,+33.0978758,-087.7991533,653528.911665214,13169673119.9202
875, ,46300,46300,"Twin Falls, ID","Twin Falls, ID Metro Area",M1,1,G3110,6524644173,31171238,+42.4403972,-114.5687294,586996.887569747,12043483815.3996
876,540,46340,46340,"Tyler, TX","Tyler, TX Metro Area",M1,1,G3110,2386604273,73163661,+32.3770156,-095.2700409,354799.947229805,3458466127.899
877, ,46380,46380,"Ukiah, CA","Ukiah, CA Micro Area",M2,2,G3110,9081426663,962946206,+39.4323876,-123.4428811,698971.429950014,16860765410.2358
878,273,46420,46420,"Union, SC","Union, SC Micro Area",M2,2,G3110,1331696510,4805060,+34.6903965,-081.6158961,226028.647223711,1981504637.36782
879,362,46460,46460,"Union City, TN","Union City, TN Micro Area",M2,2,G3110,1411148390,27448903,+36.3579958,-089.1500236,232255.185036604,2222635992.13308
880,212,46500,46500,"Urbana, OH","Urbana, OH Micro Area",M2,2,G3110,1111090195,2173112,+40.1327753,-083.7676037,184018.711321027,1906971139.5659
881, ,46520,46520,"Urban Honolulu, HI","Urban Honolulu, HI Metro Area",M1,1,G3110,1555472299,4055017343,+21.5800225,-158.1234063,895003.545038294,6742028469.14377
882, ,46540,46540,"Utica-Rome, NY","Utica-Rome, NY Metro Area",M1,1,G3110,6795795380,237711742,+43.3322796,-075.1731893,676646.284214109,13301833884.6953
883, ,46620,46620,"Uvalde, TX","Uvalde, TX Micro Area",M2,2,G3110,4019455750,17385901,+29.3503081,-099.7684270,292751.25232903,5332743608.38015
884, ,46660,46660,"Valdosta, GA","Valdosta, GA Metro Area",M1,1,G3110,4162853252,55936619,+30.8271579,-083.2435547,417131.153008168,5739854180.43217
885,488,46700,46700,"Vallejo, CA","Vallejo, CA Metro Area",M1,1,G3110,2128488719,218671901,+38.2672255,-121.9395940,336980.791263324,3813668098.41926
886,338,46780,46780,"Van Wert, OH","Van Wert, OH Micro Area",M2,2,G3110,1059702138,3278633,+40.8555203,-084.5857751,192683.946032393,1859908872.70083
887, ,46820,46820,"Vermillion, SD","Vermillion, SD Micro Area",M2,2,G3110,1067154439,13955927,+42.9161495,-096.9804680,189572.563929514,2016641295.78015
888, ,46860,46860,"Vernal, UT","Vernal, UT Micro Area",M2,2,G3110,11609319514,56115726,+40.1258872,-109.5177482,707222.750304073,19976371968.1128
889, ,46900,46900,"Vernon, TX","Vernon, TX Micro Area",M2,2,G3110,2514738098,18202665,+34.0849199,-099.2424397,310117.292177655,3701666601.89012
890,298,46980,46980,"Vicksburg, MS","Vicksburg, MS Micro Area",M2,2,G3110,1524286571,77759836,+32.3560946,-090.8523838,503318.793072932,2251620170.63108
891,544,47020,47020,"Victoria, TX","Victoria, TX Metro Area",M1,1,G3110,4491343521,36475959,+28.7314546,-097.1969934,446830.969717919,5909539811.81987
892, ,47080,47080,"Vidalia, GA","Vidalia, GA Micro Area",M2,2,G3110,1567341722,27277811,+32.1542177,-082.4113785,252951.957902996,2230689972.10765
893, ,47180,47180,"Vincennes, IN","Vincennes, IN Micro Area",M2,2,G3110,1336486449,20782636,+38.6883910,-087.4203544,410986.775883151,2231058219.44107
894,428,47220,47220,"Vineland-Bridgeton, NJ","Vineland-Bridgeton, NJ Metro Area",M1,1,G3110,1251898273,503713107,+39.3284336,-075.1216277,266694.962295686,2938041992.42137
895, ,47240,47240,"Vineyard Haven, MA","Vineyard Haven, MA Micro Area",M2,2,G3110,267300554,1004283854,+41.3809696,-070.7014995,260373.453112751,2261079387.90201
896,545,47260,47260,"Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",M1,1,G3110,9143783109,3427599741,+36.8044077,-076.4495261,959417.225329661,19649237991.4983
897, ,47300,47300,"Visalia, CA","Visalia, CA Metro Area",M1,1,G3110,12494889125,37207487,+36.2288339,-118.7810551,645919.123891311,19294854274.8383
898, ,47340,47340,"Wabash, IN","Wabash, IN Micro Area",M2,2,G3110,1068468089,21854115,+40.8437475,-085.7951915,183001.554047461,1907200990.491
899, ,47380,47380,"Waco, TX","Waco, TX Metro Area",M1,1,G3110,4668748609,81506799,+31.4272264,-097.0934727,338965.449746896,6544013750.83625
900,244,47420,47420,"Wahpeton, ND-MN","Wahpeton, ND-MN Micro Area",M2,2,G3110,5663458888,25517798,+46.2939501,-096.7907012,452633.194787694,11913803814.2008
901,313,47460,47460,"Walla Walla, WA","Walla Walla, WA Metro Area",M1,1,G3110,3289368965,74933658,+46.2546057,-118.4803697,408345.682909948,7028485384.19428
902,338,47540,47540,"Wapakoneta, OH","Wapakoneta, OH Micro Area",M2,2,G3110,1039590266,1339586,+40.5613090,-084.2240177,224284.38407789,1805410484.15898
903,356,47580,47580,"Warner Robins, GA","Warner Robins, GA Metro Area",M1,1,G3110,1363182481,12675082,+32.4928056,-083.7110844,250293.427216151,1939372090.33801
904, ,47620,47620,"Warren, PA","Warren, PA Micro Area",M2,2,G3110,2289908286,37358227,+41.8342984,-079.2981823,266339.984090035,4192835791.69322
905,312,47660,47660,"Warrensburg, MO","Warrensburg, MO Micro Area",M2,2,G3110,2147773696,10182862,+38.7415280,-093.8118634,246035.232486654,3552623598.52348
906,515,47700,47700,"Warsaw, IN","Warsaw, IN Micro Area",M2,2,G3110,1376412110,59459183,+41.2442928,-085.8615754,211502.621755125,2541999580.46098
907, ,47780,47780,"Washington, IN","Washington, IN Micro Area",M2,2,G3110,1112396613,19102189,+38.6960898,-087.0769430,278759.653393838,1860622327.35859
908,272,47820,47820,"Washington, NC","Washington, NC Micro Area",M2,2,G3110,2155109574,338655073,+35.4823128,-076.8420144,332274.944029239,3769652424.08315
909,548,47900,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",M1,1,G3110,17010001633,1128154710,+38.7982054,-077.4868816,1289725.45509434,29907893932.203
910,198,47920,47920,"Washington Court House, OH","Washington Court House, OH Micro Area",M2,2,G3110,1052469899,1694038,+39.5552462,-083.4618927,176838.676553206,1775833253.30898
911, ,47940,47940,"Waterloo-Cedar Falls, IA","Waterloo-Cedar Falls, IA Metro Area",M1,1,G3110,3893014625,28161549,+42.5367962,-092.4716080,425126.073299149,7226394042.60774
912, ,47980,47980,"Watertown, SD","Watertown, SD Micro Area",M2,2,G3110,3093853487,157191004,+44.8524086,-097.1770994,326806.064636756,6468172747.16533
913,376,48020,48020,"Watertown-Fort Atkinson, WI","Watertown-Fort Atkinson, WI Micro Area",M2,2,G3110,1441306090,67988035,+43.0138045,-088.7739847,212352.738577206,2825024314.72784
914, ,48060,48060,"Watertown-Fort Drum, NY","Watertown-Fort Drum, NY Metro Area",M1,1,G3110,3285923214,1524610949,+43.9963890,-076.0529678,452700.664133689,9298735802.46603
915,422,48100,48100,"Wauchula, FL","Wauchula, FL Micro Area",M2,2,G3110,1651311553,1457910,+27.4928458,-081.8215798,186972.516831163,2108508569.582
916,554,48140,48140,"Wausau-Weston, WI","Wausau-Weston, WI Metro Area",M1,1,G3110,6277825406,153439046,+45.0539796,-089.7579047,518060.026047971,12889710440.2751
917, ,48180,48180,"Waycross, GA","Waycross, GA Micro Area",M2,2,G3110,3210741327,29895759,+31.1331137,-082.3686504,524179.386335902,4437390893.98477
918, ,48220,48220,"Weatherford, OK","Weatherford, OK Micro Area",M2,2,G3110,2560925953,34326632,+35.6456012,-098.9973857,263042.141922823,3937816754.06652
919,430,48260,48260,"Weirton-Steubenville, WV-OH","Weirton-Steubenville, WV-OH Metro Area",M1,1,G3110,1502009924,29946856,+40.3889142,-080.7019657,243269.406904584,2643532944.69949
920, ,48300,48300,"Wenatchee, WA","Wenatchee, WA Metro Area",M1,1,G3110,12277687763,266157698,+47.7661102,-120.2701973,1089230.96983566,27803790892.882
921, ,48460,48460,"West Plains, MO","West Plains, MO Micro Area",M2,2,G3110,2401562319,2913503,+36.7743685,-091.8873677,256271.315433475,3754811449.01136
922,200,48500,48500,"West Point, MS","West Point, MS Micro Area",M2,2,G3110,1062066001,15393112,+33.6596700,-088.7824680,226295.081838546,1559138154.29439
923, ,48540,48540,"Wheeling, WV-OH","Wheeling, WV-OH Metro Area",M1,1,G3110,2443361485,49381782,+39.9755090,-080.8470113,297866.616533051,4249772262.16073
924,376,48580,48580,"Whitewater, WI","Whitewater, WI Micro Area",M2,2,G3110,1438529014,54833465,+42.6681095,-088.5417306,210739.338083568,2763728847.22099
925,556,48620,48620,"Wichita, KS","Wichita, KS Metro Area",M1,1,G3110,10743282133,86299802,+37.6378960,-097.2462875,616991.602949489,17300615209.7741
